filename,x,y,width,height,label
media_451344_frame_7462.jpeg,0.428783382789317,0.6034255599473,0.0267062314540059,0.0764163372859024,Regadrella sp.
media_451344_frame_7462.jpeg,0.643916913946588,0.297760210803689,0.0489614243323442,0.0566534914361002,Regadrella sp.
media_451334_frame_4465.jpeg,0.358308605341246,0.465085638998682,0.0118694362017804,0.023715415019763,Ophiocreas oedipus
media_451334_frame_8661.jpeg,0.344213649851632,0.708827404479578,0.0816023738872404,0.233201581027668,Iridogorgia sp.
media_451334_frame_4075.jpeg,0.230712166172107,0.835309617918314,0.128338278931751,0.133069828722003,Metallogorgia melanotrichos
media_451334_frame_3626.jpeg,0.749258160237389,0.217391304347826,0.0630563798219585,0.138339920948617,Corbitellinae
media_451334_frame_4465.jpeg,0.389208322693693,0.478989933707239,0.0346067148605693,0.094604751762339,Farrea nr. occa erecta
media_451334_frame_5664.jpeg,0.0541543026706232,0.347826086956522,0.436943620178041,0.635046113306982,Keratoisidinae
media_451334_frame_7746.jpeg,0.351688769858395,0.696231884057971,0.0823442136498518,0.0619235836627147,Keratoisidinae
media_451334_frame_7746.jpeg,0.456231454005935,0.466403162055336,0.0637982195845697,0.328063241106719,Keratoisidinae
media_451334_frame_3246.jpeg,0.249173632768186,0.362181818181818,0.0635902375221878,0.09732279314888,Keratoisidinae
media_451334_frame_3246.jpeg,0.512611275964392,0.1133069828722,0.0793768545994067,0.499341238471674,Keratoisidinae
media_451334_frame_3246.jpeg,0.0534124629080119,0.292490118577075,0.115727002967359,0.401844532279315,Keratoisidinae
media_451334_frame_3246.jpeg,0.44213649851632,0.768115942028985,0.0281899109792285,0.131752305665349,Keratoisidinae
media_451334_frame_3246.jpeg,0.545277722042923,0.483016610511369,0.15535713529001,0.449256031703875,Keratoisidinae
media_451334_frame_3246.jpeg,0.0,0.520421607378129,0.0756676557863501,0.348096911140389,Keratoisidinae
media_451334_frame_6781.jpeg,0.264094955489614,0.0171277997364954,0.135756676557864,0.420289855072464,Keratoisidinae
media_451334_frame_4645.jpeg,0.271513353115727,0.642951251646904,0.0459940652818991,0.105401844532279,Stichopathes sp.
media_451334_frame_4645.jpeg,0.836795252225519,0.665349143610013,0.0771513353115727,0.127799736495389,Stichopathes sp.
media_451525_frame_8544.jpeg,0.664167916041979,0.0613333333333337,0.239880059970015,0.158666666666667,Hydroidolina
media_451525_frame_8544.jpeg,0.698650674662668,0.00666666666666713,0.0539730134932536,0.102666666666667,Galatheoidea
media_451525_frame_1669.jpeg,0.0,0.0329380764163371,0.149109792284867,0.235836627140975,Acanella weberi
media_451525_frame_1669.jpeg,0.774480712166172,0.689064558629776,0.222551928783383,0.268774703557312,Acanella weberi
media_451525_frame_1669.jpeg,0.570474777448071,0.86429512516469,0.086053412462908,0.0882740447957839,Acanella weberi
media_451348_frame_3176.jpeg,0.754735557238331,0.454977685429653,0.0114858588171068,0.0316622141677993,Poecilasmatidae
media_451348_frame_3176.jpeg,0.413137607974007,0.651616699734933,0.014038271887575,0.0249964848693153,Poecilasmatidae
media_451348_frame_3176.jpeg,0.40462956440578,0.734105099803674,0.00808264138981588,0.0266629171939363,Poecilasmatidae
media_451348_frame_3176.jpeg,0.399432981684042,0.765595463137996,0.0101491863334918,0.0119722747321991,Poecilasmatidae
media_451348_frame_3176.jpeg,0.388933823408016,0.774417139256459,0.0188984848968469,0.017643352236925,Poecilasmatidae
media_451348_frame_3836.jpeg,0.849219417270558,0.390386074180541,0.00930546628041104,0.0111789835109993,Poecilasmatidae
media_451348_frame_3836.jpeg,0.854249399043753,0.40044715934044,0.00477848268453539,0.00950213598434942,Poecilasmatidae
media_451348_frame_3836.jpeg,0.871854335249936,0.352936479418693,0.00502998177319513,0.00838423763324949,Poecilasmatidae
media_451348_frame_3836.jpeg,0.863051867146845,0.437896754102288,0.009305466280411,0.0106200343354493,Poecilasmatidae
media_451348_frame_3836.jpeg,0.859782378994268,0.39318082005829,0.00603597812783417,0.0117379326865493,Poecilasmatidae
media_451348_frame_3836.jpeg,0.865818357122102,0.435660957400088,0.00452698359587569,0.00782528845769953,Poecilasmatidae
media_451348_frame_3836.jpeg,0.850014088351575,0.346508563899868,0.0312915496306211,0.155467720685112,Hydroidolina
media_451348_frame_4975.jpeg,0.0192878338278932,0.695652173913043,0.0563798219584569,0.098814229249012,Hemicorallium sp.
media_451348_frame_4975.jpeg,0.0281899109792285,0.470355731225296,0.0793768545994066,0.106719367588932,Corbitellinae
media_451348_frame_1138.jpeg,0.343471810089021,0.36231884057971,0.229970326409495,0.631093544137022,Alternatipathes cf. alternata
media_451348_frame_779.jpeg,0.321216617210683,0.397891963109354,0.0652818991097923,0.100131752305666,Poecilosclerida
media_451328_frame_2397.jpeg,0.402818991097923,0.33596837944664,0.218842729970327,0.312252964426878,Euryalidae
media_451328_frame_1384.jpeg,0.138724035608309,0.00131752305665349,0.812314540059347,0.978919631093544,Euryalidae
media_451328_frame_5154.jpeg,0.335311572700297,0.346508563899868,0.121661721068249,0.201581027667985,Euryalidae
media_451328_frame_5394.jpeg,0.305637982195846,0.206851119894598,0.0341246290801187,0.0645586297760211,Hexactinellida
media_451328_frame_5286.jpeg,0.679525222551928,0.299077733860342,0.0356083086053412,0.168642951251647,Primnoidae
media_451328_frame_5286.jpeg,0.413204747774481,0.00263504611330698,0.0148367952522255,0.259552042160738,Primnoidae
media_451328_frame_5154.jpeg,0.313056379821958,0.213438735177866,0.183234421364986,0.563899868247694,Paragorgia sp.
media_451328_frame_4908.jpeg,0.707715133531158,0.158102766798419,0.0764094955489615,0.189723320158103,Stichopathes sp.
media_451328_frame_4908.jpeg,0.8486646884273,0.520421607378129,0.0363501483679525,0.0685111989459815,Stichopathes sp.
media_451328_frame_4908.jpeg,0.880563798219584,0.569169960474308,0.0956973293768545,0.169960474308301,Heteropathes sp.
media_451328_frame_4848.jpeg,0.767062314540059,0.416337285902504,0.163204747774481,0.185770750988142,Acanella weberi
media_451328_frame_2397.jpeg,0.330118694362018,0.0368906455862978,0.438427299703264,0.840579710144928,Plexauridae
media_451328_frame_4615.jpeg,0.830118694362018,0.490118577075098,0.064540059347181,0.129117259552043,Plexauridae
media_451328_frame_4315.jpeg,0.477002967359051,0.0447957839262187,0.0764094955489615,0.590250329380764,Keratoisidinae
media_451328_frame_4315.jpeg,0.943620178041543,0.777777777777778,0.0563798219584569,0.0667545015371102,Corbitellinae
media_451328_frame_4908.jpeg,0.589762611275964,0.911725955204216,0.0215133531157271,0.0395256916996047,Hexactinellida
media_450660_frame_7517.jpeg,0.166172106824926,0.366271409749671,0.310089020771513,0.380764163372859,Calliaster sp.
media_450660_frame_7517.jpeg,0.47700296735905,0.339920948616601,0.0845697329376854,0.147562582345191,Calliaster sp.
media_450660_frame_3026.jpeg,0.491839762611276,0.494071146245059,0.268545994065282,0.396574440052701,Benthothuria sp.
media_450660_frame_1922.jpeg,0.773738872403561,0.400527009222661,0.0267062314540059,0.0579710144927536,Benthothuria sp.
media_450660_frame_2768.jpeg,0.281899109792285,0.488801054018445,0.146884272997033,0.221343873517787,Benthothuria sp.
media_450660_frame_4112.jpeg,0.191394658753709,0.326745718050066,0.408753709198813,0.508563899868248,Benthothuria sp.
media_450660_frame_5217.jpeg,0.540059347181009,0.627140974967062,0.0689910979228487,0.155467720685112,Benthothuria sp.
media_450660_frame_3336.jpeg,0.071958456973293,0.284584980237154,0.30786350148368,0.399209486166008,Stichopathes sp.
media_450660_frame_5154.jpeg,0.0756676557863502,0.433465085638999,0.0971810089020772,0.395256916996047,Corbitellinae
media_450660_frame_1048.jpeg,0.381305637982196,0.363636363636364,0.0548961424332344,0.177865612648221,Keratoisidinae
media_450660_frame_1048.jpeg,0.423590504451039,0.325428194993412,0.077893175074184,0.147562582345191,Keratoisidinae
media_450660_frame_1048.jpeg,0.0875370919881305,0.330698287220026,0.324183976261128,0.450592885375494,Keratoisidinae
media_450660_frame_1048.jpeg,0.458456973293769,0.0527009222661397,0.0682492581602374,0.420289855072464,Keratoisidinae
media_450660_frame_1048.jpeg,0.379080118694362,0.130434782608696,0.166913946587537,0.246376811594203,Keratoisidinae
media_450660_frame_1048.jpeg,0.369436201780415,0.00263504611330698,0.144658753709199,0.214756258234519,Keratoisidinae
media_450660_frame_2449.jpeg,0.508902077151336,0.30566534914361,0.166172106824926,0.35836627140975,Acanella weberi
media_450660_frame_2449.jpeg,0.0660237388724036,0.22266139657444,0.212908011869436,0.259552042160738,Acanella weberi
media_450660_frame_2449.jpeg,0.259643916913947,0.0144927536231884,0.442878338278932,0.503293807641634,Acanella weberi
media_450660_frame_3087.jpeg,0.499258160237389,0.542819499341238,0.0853115727002968,0.123847167325428,Comatulida
media_450660_frame_3027.jpeg,0.682492581602374,0.387351778656127,0.037833827893175,0.075098814229249,Galatheoidea
media_450660_frame_3027.jpeg,0.464391691394659,0.707509881422925,0.029673590504451,0.0434782608695653,Galatheoidea
media_450660_frame_4660.jpeg,0.630563798219585,0.793148880105402,0.0200296735905044,0.0421607378129117,Hexactinellida
media_450660_frame_4660.jpeg,0.67433234421365,0.350461133069829,0.0148367952522256,0.0289855072463768,Hexactinellida
media_450660_frame_3306.jpeg,0.403560830860534,0.538866930171278,0.0155786350148368,0.0500658761528326,Hexactinellida
media_450660_frame_3306.jpeg,0.198813056379822,0.0500658761528327,0.026706231454006,0.0474308300395257,Hexactinellida
media_450660_frame_4192.jpeg,0.850148367952522,0.19235836627141,0.029673590504451,0.0513833992094861,Galatheoidea
media_450660_frame_4192.jpeg,0.904302670623146,0.364953886693017,0.0289317507418397,0.0382081686429513,Galatheoidea
media_450660_frame_1324.jpeg,0.486646884272997,0.931488801054018,0.0192878338278932,0.0237154150197628,Decapoda
media_451339_frame_6893.jpeg,0.445845697329377,0.183135704874835,0.114985163204748,0.776021080368906,Synaphobranchus brevidorsalis
media_451339_frame_5704.jpeg,0.223293768545994,0.0619235836627141,0.350143731454006,0.938076416337286,Synaphobranchus brevidorsalis
media_451339_frame_4947.jpeg,0.577151335311573,0.553359683794466,0.0430267062314541,0.209486166007905,Synaphobranchus brevidorsalis
media_451339_frame_8841.jpeg,0.888724035608309,0.160737812911726,0.0237388724035609,0.0408432147562582,Hexactinellida
media_451339_frame_8841.jpeg,0.73813056379822,0.602108036890646,0.021513353115727,0.0355731225296442,Hexactinellida
media_451339_frame_7522.jpeg,0.0,0.0,0.532640949554896,0.851119894598155,Keratoisidinae
media_451339_frame_5017.jpeg,0.35459940652819,0.00790513833992095,0.132047477744807,0.288537549407115,Keratoisidinae
